county,precinct,office,district,candidate,party,votes,early_voting,mail,election_day,provisional,other
Volusia,0107 107,Amendment 3 - Primary Elections,,No,,731,206,246,278,1,0
Volusia,0107 107,Amendment 3 - Primary Elections,,Over Votes,,0,0,0,0,0,0
Volusia,0107 107,Amendment 3 - Primary Elections,,Under Votes,,67,11,29,27,0,0
Volusia,0107 107,Amendment 4 - Apprl Const. Amendment,,Yes,,697,205,227,264,1,0
Volusia,0107 107,Amendment 4 - Apprl Const. Amendment,,No,,536,108,263,165,0,0
Volusia,0107 107,Amendment 4 - Apprl Const. Amendment,,Over Votes,,0,0,0,0,0,0
Volusia,0107 107,Amendment 4 - Apprl Const. Amendment,,Under Votes,,90,11,45,34,0,0
Volusia,0107 107,Amendment 5 - Homestead,,Property Taxes,,,,,,,
Volusia,0107 107,Amendment 5 - Homestead,,Yes,,922,248,347,326,1,0
Volusia,0107 107,Amendment 5 - Homestead,,No,,308,63,145,100,0,0
Volusia,0107 107,Amendment 5 - Homestead,,Over Votes,,0,0,0,0,0,0
Volusia,0107 107,Amendment 5 - Homestead,,Under Votes,,93,13,43,37,0,0
Volusia,0107 107,Amendment 6 - Ad Valorem Tax Discount,,Yes,,1117,282,442,392,1,0
Volusia,0107 107,Amendment 6 - Ad Valorem Tax Discount,,No,,140,30,67,43,0,0
Volusia,0107 107,Amendment 6 - Ad Valorem Tax Discount,,Over Votes,,0,0,0,0,0,0
Volusia,0107 107,Amendment 6 - Ad Valorem Tax Discount,,Under Votes,,66,12,26,28,0,0
Volusia,0107 107,Volusia ECHO,,Yes (For Bonds),,675,143,312,220,0,0
Volusia,0107 107,Volusia ECHO,,No (Against Bonds),,562,165,188,208,1,0
Volusia,0107 107,Volusia ECHO,,Over Votes,,1,0,0,1,0,0
Volusia,0107 107,Volusia ECHO,,Under Votes,,85,16,35,34,0,0
Volusia,0107 107,Volusia Forever,,Yes (For Bonds),,719,151,344,224,0,0
Volusia,0107 107,Volusia Forever,,No (Against Bonds),,519,158,156,204,1,0
Volusia,0107 107,Volusia Forever,,Over Votes,,0,0,0,0,0,0
Volusia,0107 107,Volusia Forever,,Under Votes,,85,15,35,35,0,0
Volusia,0201 201,President,,Donald J. Trump,REP,2599,873,1149,577,0,0
Volusia,0201 201,President,,Joseph R. Biden,DEM,1393,294,992,107,0,0
Volusia,0201 201,President,,Jo Jorgensen,LPF,43,10,26,7,0,0
Volusia,0201 201,President,,"Roque ""Rocky"" De La Fuente",REF,6,2,1,3,0,0
Volusia,0201 201,President,,Gloria La Riva,PSL,1,1,0,0,0,0
Volusia,0201 201,President,,Howie Hawkins,GRE,3,0,3,0,0,0
Volusia,0201 201,President,,Don Blankenship,CPF,1,0,1,0,0,0
Volusia,0201 201,President,,WRITE-IN,,5,1,3,1,0,0
Volusia,0201 201,President,,Over Votes,,2,1,1,0,0,0
Volusia,0201 201,President,,Under Votes,,10,0,9,1,0,0
Volusia,0201 201,U.S. House,6,Michael Waltz,REP,2647,879,1196,572,0,0
Volusia,0201 201,U.S. House,6,Clint Curtis,DEM,1285,274,907,104,0,0
Volusia,0201 201,U.S. House,6,WRITE-IN,,6,2,2,2,0,0
Volusia,0201 201,U.S. House,6,Over Votes,,0,0,0,0,0,0
Volusia,0201 201,U.S. House,6,Under Votes,,125,27,80,18,0,0
Volusia,0201 201,State Attorney 7th Judicial Circuit,,R.J. Larizza,REP,2354,785,1105,464,0,0
Volusia,0201 201,State Attorney 7th Judicial Circuit,,Don Dempsey,,1457,334,918,205,0,0
Volusia,0201 201,State Attorney 7th Judicial Circuit,,Over Votes,,0,0,0,0,0,0
Volusia,0201 201,State Attorney 7th Judicial Circuit,,Under Votes,,252,63,162,27,0,0
Volusia,0201 201,State Senate,7,Travis J. Hutson,REP,2583,870,1155,558,0,0
Volusia,0201 201,State Senate,7,Heather Hunter,DEM,1323,278,934,111,0,0
Volusia,0201 201,State Senate,7,WRITE-IN,,3,0,2,1,0,0
Volusia,0201 201,State Senate,7,Over Votes,,1,1,0,0,0,0
Volusia,0201 201,State Senate,7,Under Votes,,153,33,94,26,0,0
Volusia,0201 201,State House,24,Paul Renner,REP,2581,868,1157,556,0,0
Volusia,0201 201,State House,24,Adam Morley,DEM,1309,275,923,111,0,0
Volusia,0201 201,State House,24,Over Votes,,0,0,0,0,0,0
Volusia,0201 201,State House,24,Under Votes,,173,39,105,29,0,0
Volusia,0201 201,Supreme Court - Carlos G. Muniz,,Yes,,2365,750,1175,440,0,0
Volusia,0201 201,Supreme Court - Carlos G. Muniz,,No,,1030,272,620,138,0,0
Volusia,0201 201,Supreme Court - Carlos G. Muniz,,Over Votes,,0,0,0,0,0,0
Volusia,0201 201,Supreme Court - Carlos G. Muniz,,Under Votes,,668,160,390,118,0,0
Volusia,0201 201,5th Dist Crt of Appeal - Evander,,Yes,,2523,749,1360,414,0,0
Volusia,0201 201,5th Dist Crt of Appeal - Evander,,No,,852,265,431,156,0,0
Volusia,0201 201,5th Dist Crt of Appeal - Evander,,Over Votes,,0,0,0,0,0,0
Volusia,0201 201,5th Dist Crt of Appeal - Evander,,Under Votes,,688,168,394,126,0,0
Volusia,0201 201,5th Dist Crt of Appeal - Grosshans,,Yes,,2435,760,1243,432,0,0
Volusia,0201 201,5th Dist Crt of Appeal - Grosshans,,No,,931,253,540,138,0,0
Volusia,0201 201,5th Dist Crt of Appeal - Grosshans,,Over Votes,,1,1,0,0,0,0
Volusia,0201 201,5th Dist Crt of Appeal - Grosshans,,Under Votes,,696,168,402,126,0,0
Volusia,0201 201,5th Dist Crt of Appeal - Harris,,Yes,,2546,774,1325,447,0,0
Volusia,0201 201,5th Dist Crt of Appeal - Harris,,No,,839,239,478,122,0,0
Volusia,0201 201,5th Dist Crt of Appeal - Harris,,Over Votes,,2,1,0,1,0,0
Volusia,0201 201,5th Dist Crt of Appeal - Harris,,Under Votes,,676,168,382,126,0,0
Volusia,0201 201,5th Dist Crt of Appeal - Orfinger,,Yes,,2550,761,1363,426,0,0
Volusia,0201 201,5th Dist Crt of Appeal - Orfinger,,No,,851,253,451,147,0,0
Volusia,0201 201,5th Dist Crt of Appeal - Orfinger,,Over Votes,,2,1,0,1,0,0
Volusia,0201 201,5th Dist Crt of Appeal - Orfinger,,Under Votes,,660,167,371,122,0,0
Volusia,0201 201,5th Dist Crt of Appeal - Sasso,,Yes,,2440,755,1249,436,0,0
Volusia,0201 201,5th Dist Crt of Appeal - Sasso,,No,,894,238,528,128,0,0
Volusia,0201 201,5th Dist Crt of Appeal - Sasso,,Over Votes,,1,0,1,0,0,0
Volusia,0201 201,5th Dist Crt of Appeal - Sasso,,Under Votes,,728,189,407,132,0,0
Volusia,0201 201,5th Dist Crt of Appeal - Wallis,,Yes,,2511,755,1325,431,0,0
Volusia,0201 201,5th Dist Crt of Appeal - Wallis,,No,,839,247,461,131,0,0
Volusia,0201 201,5th Dist Crt of Appeal - Wallis,,Over Votes,,0,0,0,0,0,0
Volusia,0201 201,5th Dist Crt of Appeal - Wallis,,Under Votes,,713,180,399,134,0,0
Volusia,0201 201,Circuit Judge,,Joan Anthony,,1714,423,1060,231,0,0
Volusia,0201 201,Circuit Judge,,Dan Hilbert,,1660,573,762,325,0,0
Volusia,0201 201,Circuit Judge,,Over Votes,,4,3,0,1,0,0
Volusia,0201 201,Circuit Judge,,Under Votes,,685,183,363,139,0,0
Volusia,0201 201,County Council Chair,,Jeff Brower,,2347,773,1101,473,0,0
Volusia,0201 201,County Council Chair,,"Deborah A. ""Deb"" Denys",,1254,312,788,154,0,0
Volusia,0201 201,County Council Chair,,Over Votes,,2,2,0,0,0,0
Volusia,0201 201,County Council Chair,,Under Votes,,460,95,296,69,0,0
Volusia,0201 201,Soil & Water Conservation Seat 2,,John Nelson,,2561,812,1295,454,0,0
Volusia,0201 201,Soil & Water Conservation Seat 2,,Wesley Wayne Wilson Jr,,705,186,402,117,0,0
Volusia,0201 201,Soil & Water Conservation Seat 2,,Over Votes,,1,0,0,1,0,0
Volusia,0201 201,Soil & Water Conservation Seat 2,,Under Votes,,796,184,488,124,0,0
Volusia,0201 201,Soil & Water Conservation Seat 4,,Wendy Anderson,,1832,477,1103,252,0,0
Volusia,0201 201,Soil & Water Conservation Seat 4,,Barbara Deering,,1533,544,666,323,0,0
Volusia,0201 201,Soil & Water Conservation Seat 4,,Over Votes,,0,0,0,0,0,0
Volusia,0201 201,Soil & Water Conservation Seat 4,,Under Votes,,698,161,416,121,0,0
Volusia,0201 201,WVHA - Group A Seat,,Judy Craig,,1661,418,1025,218,0,0
Volusia,0201 201,WVHA - Group A Seat,,John M. Hill,,1807,616,821,370,0,0
Volusia,0201 201,WVHA - Group A Seat,,Over Votes,,0,0,0,0,0,0
Volusia,0201 201,WVHA - Group A Seat,,Under Votes,,595,148,339,108,0,0
Volusia,0201 201,WVHA - Group B Seat,,Jennifer Lee Coen,,1907,449,1211,247,0,0
Volusia,0201 201,WVHA - Group B Seat,,Michael Lee Ray,,1492,561,604,327,0,0
Volusia,0201 201,WVHA - Group B Seat,,Over Votes,,0,0,0,0,0,0
Volusia,0201 201,WVHA - Group B Seat,,Under Votes,,664,172,370,122,0,0
Volusia,0201 201,Amendment 1 - Citzenship Requirement,,Yes,,3138,950,1583,605,0,0
Volusia,0201 201,Amendment 1 - Citzenship Requirement,,No,,762,172,521,69,0,0
Volusia,0201 201,Amendment 1 - Citzenship Requirement,,Over Votes,,4,2,1,1,0,0
Volusia,0201 201,Amendment 1 - Citzenship Requirement,,Under Votes,,159,58,80,21,0,0
Volusia,0201 201,Amendment 2 - Minimum Wage,,Yes,,1838,384,1256,198,0,0
Volusia,0201 201,Amendment 2 - Minimum Wage,,No,,2081,752,853,476,0,0
Volusia,0201 201,Amendment 2 - Minimum Wage,,Over Votes,,1,0,0,1,0,0
Volusia,0201 201,Amendment 2 - Minimum Wage,,Under Votes,,143,46,76,21,0,0
Volusia,0201 201,Amendment 3 - Primary Elections,,Yes,,1630,379,991,260,0,0
Volusia,0201 201,Amendment 3 - Primary Elections,,No,,2200,735,1062,403,0,0
Volusia,0201 201,Amendment 3 - Primary Elections,,Over Votes,,2,0,1,1,0,0
Volusia,0201 201,Amendment 3 - Primary Elections,,Under Votes,,231,68,131,32,0,0
Volusia,0201 201,Amendment 4 - Apprl Const. Amendment,,Yes,,1851,637,805,409,0,0
Volusia,0201 201,Amendment 4 - Apprl Const. Amendment,,No,,1937,466,1226,245,0,0
Volusia,0201 201,Amendment 4 - Apprl Const. Amendment,,Over Votes,,2,1,0,1,0,0
Volusia,0201 201,Amendment 4 - Apprl Const. Amendment,,Under Votes,,273,78,154,41,0,0
Volusia,0201 201,Amendment 5 - Homestead,,Property Taxes,,,,,,,
Volusia,0201 201,Amendment 5 - Homestead,,Yes,,2570,791,1271,508,0,0
Volusia,0201 201,Amendment 5 - Homestead,,No,,1147,290,730,127,0,0
Volusia,0201 201,Amendment 5 - Homestead,,Over Votes,,1,0,1,0,0,0
Volusia,0201 201,Amendment 5 - Homestead,,Under Votes,,345,101,183,61,0,0
Volusia,0201 201,Amendment 6 - Ad Valorem Tax Discount,,Yes,,3184,959,1627,598,0,0
Volusia,0201 201,Amendment 6 - Ad Valorem Tax Discount,,No,,642,153,431,58,0,0
Volusia,0201 201,Amendment 6 - Ad Valorem Tax Discount,,Over Votes,,2,1,0,1,0,0
Volusia,0201 201,Amendment 6 - Ad Valorem Tax Discount,,Under Votes,,235,69,127,39,0,0
Volusia,0201 201,Volusia ECHO,,Yes (For Bonds),,2447,588,1489,370,0,0
Volusia,0201 201,Volusia ECHO,,No (Against Bonds),,1368,521,563,284,0,0
Volusia,0201 201,Volusia ECHO,,Over Votes,,2,0,1,1,0,0
Volusia,0201 201,Volusia ECHO,,Under Votes,,246,73,132,41,0,0
Volusia,0201 201,Volusia Forever,,Yes (For Bonds),,2595,628,1570,397,0,0
Volusia,0201 201,Volusia Forever,,No (Against Bonds),,1225,481,484,260,0,0
Volusia,0201 201,Volusia Forever,,Over Votes,,1,0,1,0,0,0
Volusia,0201 201,Volusia Forever,,Under Votes,,242,73,130,39,0,0
Volusia,0202 202,President,,Donald J. Trump,REP,2020,644,753,620,2,1
Volusia,0202 202,President,,Joseph R. Biden,DEM,1111,212,713,185,1,0
Volusia,0202 202,President,,Jo Jorgensen,LPF,10,2,3,5,0,0
Volusia,0202 202,President,,"Roque ""Rocky"" De La Fuente",REF,5,0,5,0,0,0
Volusia,0202 202,President,,Gloria La Riva,PSL,2,0,1,1,0,0
Volusia,0202 202,President,,Howie Hawkins,GRE,2,1,0,1,0,0
Volusia,0202 202,President,,Don Blankenship,CPF,1,0,0,1,0,0
Volusia,0202 202,President,,WRITE-IN,,4,0,2,2,0,0
Volusia,0202 202,President,,Over Votes,,6,1,5,0,0,0
Volusia,0202 202,President,,Under Votes,,7,3,2,2,0,0
Volusia,0202 202,U.S. House,6,Michael Waltz,REP,2007,635,752,617,2,1
Volusia,0202 202,U.S. House,6,Clint Curtis,DEM,1042,197,670,174,1,0
Volusia,0202 202,U.S. House,6,WRITE-IN,,4,1,2,1,0,0
Volusia,0202 202,U.S. House,6,Over Votes,,1,1,0,0,0,0
Volusia,0202 202,U.S. House,6,Under Votes,,114,29,60,25,0,0
Volusia,0202 202,State Attorney 7th Judicial Circuit,,R.J. Larizza,REP,1828,575,742,510,1,0
Volusia,0202 202,State Attorney 7th Judicial Circuit,,Don Dempsey,,1115,234,604,275,2,0
Volusia,0202 202,State Attorney 7th Judicial Circuit,,Over Votes,,0,0,0,0,0,0
Volusia,0202 202,State Attorney 7th Judicial Circuit,,Under Votes,,225,54,138,32,0,1
Volusia,0202 202,State Senate,7,Travis J. Hutson,REP,1938,618,722,596,2,0
Volusia,0202 202,State Senate,7,Heather Hunter,DEM,1092,208,693,189,1,1
Volusia,0202 202,State Senate,7,WRITE-IN,,0,0,0,0,0,0
Volusia,0202 202,State Senate,7,Over Votes,,0,0,0,0,0,0
Volusia,0202 202,State Senate,7,Under Votes,,138,37,69,32,0,0
Volusia,0202 202,State House,24,Paul Renner,REP,1986,628,750,606,2,0
Volusia,0202 202,State House,24,Adam Morley,DEM,1030,194,656,178,1,1
Volusia,0202 202,State House,24,Over Votes,,0,0,0,0,0,0
Volusia,0202 202,State House,24,Under Votes,,152,41,78,33,0,0
Volusia,0202 202,Supreme Court - Carlos G. Muniz,,Yes,,1937,553,864,517,3,0
Volusia,0202 202,Supreme Court - Carlos G. Muniz,,No,,698,172,349,176,0,1
Volusia,0202 202,Supreme Court - Carlos G. Muniz,,Over Votes,,2,2,0,0,0,0
Volusia,0202 202,Supreme Court - Carlos G. Muniz,,Under Votes,,531,136,271,124,0,0
Volusia,0202 202,5th Dist Crt of Appeal - Evander,,Yes,,1972,544,925,500,3,0
Volusia,0202 202,5th Dist Crt of Appeal - Evander,,No,,663,181,284,197,0,1
Volusia,0202 202,5th Dist Crt of Appeal - Evander,,Over Votes,,1,0,0,1,0,0
Volusia,0202 202,5th Dist Crt of Appeal - Evander,,Under Votes,,532,138,275,119,0,0
Volusia,0202 202,5th Dist Crt of Appeal - Grosshans,,Yes,,1964,563,895,502,3,1
Volusia,0202 202,5th Dist Crt of Appeal - Grosshans,,No,,652,161,306,185,0,0
Volusia,0202 202,5th Dist Crt of Appeal - Grosshans,,Over Votes,,1,0,0,1,0,0
Volusia,0202 202,5th Dist Crt of Appeal - Grosshans,,Under Votes,,551,139,283,129,0,0
Volusia,0202 202,5th Dist Crt of Appeal - Harris,,Yes,,2033,582,920,527,3,1
Volusia,0202 202,5th Dist Crt of Appeal - Harris,,No,,583,138,280,165,0,0
Volusia,0202 202,5th Dist Crt of Appeal - Harris,,Over Votes,,1,0,0,1,0,0
Volusia,0202 202,5th Dist Crt of Appeal - Harris,,Under Votes,,551,143,284,124,0,0
Volusia,0202 202,5th Dist Crt of Appeal - Orfinger,,Yes,,1971,563,901,504,3,0
Volusia,0202 202,5th Dist Crt of Appeal - Orfinger,,No,,647,158,297,191,0,1
Volusia,0202 202,5th Dist Crt of Appeal - Orfinger,,Over Votes,,0,0,0,0,0,0
Volusia,0202 202,5th Dist Crt of Appeal - Orfinger,,Under Votes,,550,142,286,122,0,0
Volusia,0202 202,5th Dist Crt of Appeal - Sasso,,Yes,,1938,561,871,503,2,1
Volusia,0202 202,5th Dist Crt of Appeal - Sasso,,No,,626,148,298,180,0,0
Volusia,0202 202,5th Dist Crt of Appeal - Sasso,,Over Votes,,1,0,1,0,0,0
Volusia,0202 202,5th Dist Crt of Appeal - Sasso,,Under Votes,,603,154,314,134,1,0
Volusia,0202 202,5th Dist Crt of Appeal - Wallis,,Yes,,1971,567,902,499,3,0
Volusia,0202 202,5th Dist Crt of Appeal - Wallis,,No,,611,146,281,183,0,1
Volusia,0202 202,5th Dist Crt of Appeal - Wallis,,Over Votes,,0,0,0,0,0,0
Volusia,0202 202,5th Dist Crt of Appeal - Wallis,,Under Votes,,586,150,301,135,0,0
Volusia,0202 202,Circuit Judge,,Joan Anthony,,1406,334,752,318,2,0
Volusia,0202 202,Circuit Judge,,Dan Hilbert,,1178,376,443,357,1,1
Volusia,0202 202,Circuit Judge,,Over Votes,,4,2,0,2,0,0
Volusia,0202 202,Circuit Judge,,Under Votes,,580,151,289,140,0,0
Volusia,0202 202,County Council Chair,,Jeff Brower,,1856,542,740,572,2,0
Volusia,0202 202,County Council Chair,,"Deborah A. ""Deb"" Denys",,932,225,536,169,1,1
Volusia,0202 202,County Council Chair,,Over Votes,,0,0,0,0,0,0
Volusia,0202 202,County Council Chair,,Under Votes,,380,96,208,76,0,0
Volusia,0202 202,Soil & Water Conservation Seat 2,,John Nelson,,1918,553,847,514,3,1
Volusia,0202 202,Soil & Water Conservation Seat 2,,Wesley Wayne Wilson Jr,,638,156,310,172,0,0
Volusia,0202 202,Soil & Water Conservation Seat 2,,Over Votes,,0,0,0,0,0,0
Volusia,0202 202,Soil & Water Conservation Seat 2,,Under Votes,,612,154,327,131,0,0
Volusia,0202 202,Soil & Water Conservation Seat 4,,Wendy Anderson,,1464,357,771,333,2,1
Volusia,0202 202,Soil & Water Conservation Seat 4,,Barbara Deering,,1133,364,423,345,1,0
Volusia,0202 202,Soil & Water Conservation Seat 4,,Over Votes,,0,0,0,0,0,0
Volusia,0202 202,Soil & Water Conservation Seat 4,,Under Votes,,571,142,290,139,0,0
Volusia,0202 202,WVHA - Group A Seat,,Judy Craig,,1346,316,744,283,2,1
Volusia,0202 202,WVHA - Group A Seat,,John M. Hill,,1317,411,495,410,1,0
Volusia,0202 202,WVHA - Group A Seat,,Over Votes,,0,0,0,0,0,0
Volusia,0202 202,WVHA - Group A Seat,,Under Votes,,505,136,245,124,0,0
Volusia,0202 202,WVHA - Group B Seat,,Jennifer Lee Coen,,1531,357,829,343,2,0
Volusia,0202 202,WVHA - Group B Seat,,Michael Lee Ray,,1082,374,370,336,1,1
Volusia,0202 202,WVHA - Group B Seat,,Over Votes,,0,0,0,0,0,0
Volusia,0202 202,WVHA - Group B Seat,,Under Votes,,555,132,285,138,0,0
Volusia,0202 202,Amendment 1 - Citzenship Requirement,,Yes,,2481,698,1120,661,1,1
Volusia,0202 202,Amendment 1 - Citzenship Requirement,,No,,496,109,282,104,1,0
Volusia,0202 202,Amendment 1 - Citzenship Requirement,,Over Votes,,2,1,0,1,0,0
Volusia,0202 202,Amendment 1 - Citzenship Requirement,,Under Votes,,189,55,82,51,1,0
Volusia,0202 202,Amendment 2 - Minimum Wage,,Yes,,1474,303,903,266,2,0
Volusia,0202 202,Amendment 2 - Minimum Wage,,No,,1512,506,505,500,0,1
Volusia,0202 202,Amendment 2 - Minimum Wage,,Over Votes,,3,0,1,2,0,0
Volusia,0202 202,Amendment 2 - Minimum Wage,,Under Votes,,179,54,75,49,1,0
Volusia,0202 202,Amendment 3 - Primary Elections,,Yes,,1386,306,773,306,1,0
Volusia,0202 202,Amendment 3 - Primary Elections,,No,,1512,480,578,452,2,0
Volusia,0202 202,Amendment 3 - Primary Elections,,Over Votes,,2,2,0,0,0,0
Volusia,0202 202,Amendment 3 - Primary Elections,,Under Votes,,268,75,133,59,0,1
Volusia,0202 202,Amendment 4 - Apprl Const. Amendment,,Yes,,1530,492,577,460,1,0
Volusia,0202 202,Amendment 4 - Apprl Const. Amendment,,No,,1338,291,761,284,2,0
Volusia,0202 202,Amendment 4 - Apprl Const. Amendment,,Over Votes,,1,0,0,1,0,0
Volusia,0202 202,Amendment 4 - Apprl Const. Amendment,,Under Votes,,299,80,146,72,0,1
Volusia,0202 202,Amendment 5 - Homestead,,Property Taxes,,,,,,,
Volusia,0202 202,Amendment 5 - Homestead,,Yes,,2017,586,882,547,2,0
Volusia,0202 202,Amendment 5 - Homestead,,No,,827,187,445,194,1,0
Volusia,0202 202,Amendment 5 - Homestead,,Over Votes,,0,0,0,0,0,0
Volusia,0202 202,Amendment 5 - Homestead,,Under Votes,,324,90,157,76,0,1
Volusia,0202 202,Amendment 6 - Ad Valorem Tax Discount,,Yes,,2511,696,1131,682,2,0
Volusia,0202 202,Amendment 6 - Ad Valorem Tax Discount,,No,,410,99,232,78,1,0
Volusia,0202 202,Amendment 6 - Ad Valorem Tax Discount,,Over Votes,,0,0,0,0,0,0
Volusia,0202 202,Amendment 6 - Ad Valorem Tax Discount,,Under Votes,,247,68,121,57,0,1
Volusia,0202 202,Volusia ECHO,,Yes (For Bonds),,1928,456,1022,447,3,0
Volusia,0202 202,Volusia ECHO,,No (Against Bonds),,967,323,333,311,0,0
Volusia,0202 202,Volusia ECHO,,Over Votes,,1,1,0,0,0,0
Volusia,0202 202,Volusia ECHO,,Under Votes,,272,83,129,59,0,1
Volusia,0202 202,Volusia Forever,,Yes (For Bonds),,2016,471,1083,459,3,0
Volusia,0202 202,Volusia Forever,,No (Against Bonds),,876,315,267,294,0,0
Volusia,0202 202,Volusia Forever,,Over Votes,,2,2,0,0,0,0
Volusia,0202 202,Volusia Forever,,Under Votes,,274,75,134,64,0,1
Volusia,0203 203,President,,Donald J. Trump,REP,372,142,132,94,4,0
Volusia,0203 203,President,,Joseph R. Biden,DEM,127,33,82,12,0,0
Volusia,0203 203,President,,Jo Jorgensen,LPF,2,1,1,0,0,0
Volusia,0203 203,President,,"Roque ""Rocky"" De La Fuente",REF,1,0,0,1,0,0
Volusia,0203 203,President,,Gloria La Riva,PSL,0,0,0,0,0,0
Volusia,0203 203,President,,Howie Hawkins,GRE,1,0,1,0,0,0
Volusia,0203 203,President,,Don Blankenship,CPF,0,0,0,0,0,0
Volusia,0203 203,President,,WRITE-IN,,0,0,0,0,0,0
Volusia,0203 203,President,,Over Votes,,0,0,0,0,0,0
Volusia,0203 203,President,,Under Votes,,0,0,0,0,0,0
Volusia,0203 203,U.S. House,6,Michael Waltz,REP,377,140,141,92,4,0
Volusia,0203 203,U.S. House,6,Clint Curtis,DEM,111,28,71,12,0,0
Volusia,0203 203,U.S. House,6,WRITE-IN,,0,0,0,0,0,0
Volusia,0203 203,U.S. House,6,Over Votes,,0,0,0,0,0,0
Volusia,0203 203,U.S. House,6,Under Votes,,15,8,4,3,0,0
Volusia,0203 203,State Attorney 7th Judicial Circuit,,R.J. Larizza,REP,280,92,117,67,4,0
Volusia,0203 203,State Attorney 7th Judicial Circuit,,Don Dempsey,,200,74,87,39,0,0
Volusia,0203 203,State Attorney 7th Judicial Circuit,,Over Votes,,1,1,0,0,0,0
Volusia,0203 203,State Attorney 7th Judicial Circuit,,Under Votes,,22,9,12,1,0,0
Volusia,0203 203,State Senate,7,Travis J. Hutson,REP,367,133,138,92,4,0
Volusia,0203 203,State Senate,7,Heather Hunter,DEM,116,30,74,12,0,0
Volusia,0203 203,State Senate,7,WRITE-IN,,0,0,0,0,0,0
Volusia,0203 203,State Senate,7,Over Votes,,0,0,0,0,0,0
Volusia,0203 203,State Senate,7,Under Votes,,20,13,4,3,0,0
Volusia,0203 203,State House,24,Paul Renner,REP,375,136,144,91,4,0
Volusia,0203 203,State House,24,Adam Morley,DEM,109,28,69,12,0,0
Volusia,0203 203,State House,24,Over Votes,,0,0,0,0,0,0
Volusia,0203 203,State House,24,Under Votes,,19,12,3,4,0,0
Volusia,0203 203,Supreme Court - Carlos G. Muniz,,Yes,,289,99,119,69,2,0
Volusia,0203 203,Supreme Court - Carlos G. Muniz,,No,,119,38,60,20,1,0
Volusia,0203 203,Supreme Court - Carlos G. Muniz,,Over Votes,,0,0,0,0,0,0
Volusia,0203 203,Supreme Court - Carlos G. Muniz,,Under Votes,,95,39,37,18,1,0
Volusia,0203 203,5th Dist Crt of Appeal - Evander,,Yes,,294,98,134,60,2,0
Volusia,0203 203,5th Dist Crt of Appeal - Evander,,No,,110,38,41,30,1,0
Volusia,0203 203,5th Dist Crt of Appeal - Evander,,Over Votes,,0,0,0,0,0,0
Volusia,0203 203,5th Dist Crt of Appeal - Evander,,Under Votes,,99,40,41,17,1,0
Volusia,0203 203,5th Dist Crt of Appeal - Grosshans,,Yes,,284,100,117,65,2,0
Volusia,0203 203,5th Dist Crt of Appeal - Grosshans,,No,,115,35,55,24,1,0
Volusia,0203 203,5th Dist Crt of Appeal - Grosshans,,Over Votes,,0,0,0,0,0,0
Volusia,0203 203,5th Dist Crt of Appeal - Grosshans,,Under Votes,,104,41,44,18,1,0
Volusia,0203 203,5th Dist Crt of Appeal - Harris,,Yes,,302,104,130,66,2,0
Volusia,0203 203,5th Dist Crt of Appeal - Harris,,No,,100,31,45,23,1,0
Volusia,0203 203,5th Dist Crt of Appeal - Harris,,Over Votes,,0,0,0,0,0,0
Volusia,0203 203,5th Dist Crt of Appeal - Harris,,Under Votes,,101,41,41,18,1,0
Volusia,0203 203,5th Dist Crt of Appeal - Orfinger,,Yes,,308,108,140,58,2,0
Volusia,0203 203,5th Dist Crt of Appeal - Orfinger,,No,,100,28,39,32,1,0
Volusia,0203 203,5th Dist Crt of Appeal - Orfinger,,Over Votes,,0,0,0,0,0,0
Volusia,0203 203,5th Dist Crt of Appeal - Orfinger,,Under Votes,,95,40,37,17,1,0
Volusia,0203 203,5th Dist Crt of Appeal - Sasso,,Yes,,280,97,115,66,2,0
Volusia,0203 203,5th Dist Crt of Appeal - Sasso,,No,,115,37,54,23,1,0
