county,precinct,office,district,candidate,party,votes,absentee,early_voting,election_day
Sumter,0104 104 PIMLICO REC,Fifth District Court of Appeal John M. Harris,,Under Votes,,602,265,307,30
Sumter,0104 104 PIMLICO REC,Fifth District Court of Appeal Richard B. Orfinger,,Yes,,2026,1010,926,90
Sumter,0104 104 PIMLICO REC,Fifth District Court of Appeal Richard B. Orfinger,,No,,511,,,
Sumter,0104 104 PIMLICO REC,Fifth District Court of Appeal Richard B. Orfinger,,Over Votes,,2,,,
Sumter,0104 104 PIMLICO REC,Fifth District Court of Appeal Richard B. Orfinger,,Under Votes,,616,,,
Sumter,0104 104 PIMLICO REC,Fifth District Court of Appeal Meredith Sasso,,Yes,,2050,1003,954,93
Sumter,0104 104 PIMLICO REC,Fifth District Court of Appeal Meredith Sasso,,No,,491,,,
Sumter,0104 104 PIMLICO REC,Fifth District Court of Appeal Meredith Sasso,,Over Votes,,0,0,0,0
Sumter,0104 104 PIMLICO REC,Fifth District Court of Appeal Meredith Sasso,,Under Votes,,614,,,
Sumter,0104 104 PIMLICO REC,Fifth District Court of Appeal F. Rand Wallis,,Yes,,2053,1001,960,92
Sumter,0104 104 PIMLICO REC,Fifth District Court of Appeal F. Rand Wallis,,No,,473,,,
Sumter,0104 104 PIMLICO REC,Fifth District Court of Appeal F. Rand Wallis,,Over Votes,,1,,,
Sumter,0104 104 PIMLICO REC,Fifth District Court of Appeal F. Rand Wallis,,Under Votes,,628,282,315,31
Sumter,0104 104 PIMLICO REC,North Sumter Utility Dependent District Seat 1,,Nicolas Hemes,,963,463,457,43
Sumter,0104 104 PIMLICO REC,North Sumter Utility Dependent District Seat 1,,Jerry L. Watts,,656,326,300,30
Sumter,0104 104 PIMLICO REC,North Sumter Utility Dependent District Seat 1,,Over Votes,,0,0,0,0
Sumter,0104 104 PIMLICO REC,North Sumter Utility Dependent District Seat 1,,Under Votes,,586,,,
Sumter,0104 104 PIMLICO REC,North Sumter Utility Dependent District Seat 7,,Diane Spencer,,1501,727,703,71
Sumter,0104 104 PIMLICO REC,North Sumter Utility Dependent District Seat 7,,Daniel E. Warren,,833,420,383,30
Sumter,0104 104 PIMLICO REC,North Sumter Utility Dependent District Seat 7,,Over Votes,,0,0,0,0
Sumter,0104 104 PIMLICO REC,North Sumter Utility Dependent District Seat 7,,Under Votes,,705,319,355,31
Sumter,0104 104 PIMLICO REC,Community Development District 5 Seat 4,,Reed G. Panos,,1073,560,475,38
Sumter,0104 104 PIMLICO REC,Community Development District 5 Seat 4,,Chuck Wildzunas,,612,293,289,30
Sumter,0104 104 PIMLICO REC,Community Development District 5 Seat 4,,Over Votes,,0,0,0,0
Sumter,0104 104 PIMLICO REC,Community Development District 5 Seat 4,,Under Votes,,520,217,271,32
Sumter,0104 104 PIMLICO REC,No. 1 Constitutional Amendment,,Yes,,2539,1196,1231,112
Sumter,0104 104 PIMLICO REC,No. 1 Constitutional Amendment,,No,,402,,,
Sumter,0104 104 PIMLICO REC,No. 1 Constitutional Amendment,,Over Votes,,1,,,
Sumter,0104 104 PIMLICO REC,No. 1 Constitutional Amendment,,Under Votes,,213,,,
Sumter,0104 104 PIMLICO REC,No. 2 Constitutional Amendment,,Yes,,1726,1029,633,64
Sumter,0104 104 PIMLICO REC,No. 2 Constitutional Amendment,,No,,1233,426,745,62
Sumter,0104 104 PIMLICO REC,No. 2 Constitutional Amendment,,Over Votes,,2,,,
Sumter,0104 104 PIMLICO REC,No. 2 Constitutional Amendment,,Under Votes,,194,,,
Sumter,0104 104 PIMLICO REC,No. 3 Constitutional Amendment,,Yes,,1441,792,592,57
Sumter,0104 104 PIMLICO REC,No. 3 Constitutional Amendment,,No,,1403,609,737,57
Sumter,0104 104 PIMLICO REC,No. 3 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0104 104 PIMLICO REC,No. 3 Constitutional Amendment,,Under Votes,,311,,,
Sumter,0104 104 PIMLICO REC,No. 4 Constitutional Amendment,,Yes,,1389,616,710,63
Sumter,0104 104 PIMLICO REC,No. 4 Constitutional Amendment,,No,,1422,774,597,51
Sumter,0104 104 PIMLICO REC,No. 4 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0104 104 PIMLICO REC,No. 4 Constitutional Amendment,,Under Votes,,344,,,
Sumter,0104 104 PIMLICO REC,No. 5 Constitutional Amendment,,Yes,,2021,958,971,92
Sumter,0104 104 PIMLICO REC,No. 5 Constitutional Amendment,,No,,796,,,
Sumter,0104 104 PIMLICO REC,No. 5 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0104 104 PIMLICO REC,No. 5 Constitutional Amendment,,Under Votes,,338,,,
Sumter,0104 104 PIMLICO REC,No. 6 Constitutional Amendment,,Yes,,2526,1203,1217,106
Sumter,0104 104 PIMLICO REC,No. 6 Constitutional Amendment,,No,,339,,,
Sumter,0104 104 PIMLICO REC,No. 6 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0104 104 PIMLICO REC,No. 6 Constitutional Amendment,,Under Votes,,290,,,
Sumter,0105 105 COCONUT COVE REC,Registered Voters,,,,5214,,,
Sumter,0105 105 COCONUT COVE REC,Ballots Cast,,,,4834,2507,2058,269
Sumter,0105 105 COCONUT COVE REC,Ballots Cast Blank,,,,0,0,0,0
Sumter,0105 105 COCONUT COVE REC,President,,Donald J. Trump,REP,3104,1214,1671,219
Sumter,0105 105 COCONUT COVE REC,President,,Joseph R. Biden,DEM,1687,1269,372,46
Sumter,0105 105 COCONUT COVE REC,President,,Jo Jorgensen,LPF,15,,,
Sumter,0105 105 COCONUT COVE REC,President,,"Roque ""Rocky"" De La Fuente",REF,1,,,
Sumter,0105 105 COCONUT COVE REC,President,,Gloria La Riva,PSL,0,0,0,0
Sumter,0105 105 COCONUT COVE REC,President,,Howie Hawkins,GRE,1,,,
Sumter,0105 105 COCONUT COVE REC,President,,Don Blankenship,CPF,0,0,0,0
Sumter,0105 105 COCONUT COVE REC,President,,WRITE-IN,,4,,,
Sumter,0105 105 COCONUT COVE REC,President,,Over Votes,,5,,,
Sumter,0105 105 COCONUT COVE REC,President,,Under Votes,,17,,,
Sumter,0105 105 COCONUT COVE REC,U.S. House,11,Daniel Webster,REP,3220,1306,1693,221
Sumter,0105 105 COCONUT COVE REC,U.S. House,11,Dana Marie Cottrell,DEM,1499,1137,323,39
Sumter,0105 105 COCONUT COVE REC,U.S. House,11,Over Votes,,0,0,0,0
Sumter,0105 105 COCONUT COVE REC,U.S. House,11,Under Votes,,115,,,
Sumter,0105 105 COCONUT COVE REC,State House,33,Brett T. Hage,REP,3162,1283,1660,219
Sumter,0105 105 COCONUT COVE REC,State House,33,"Mamie ""Dee"" Melvin",DEM,1132,326,38,
Sumter,0105 105 COCONUT COVE REC,State House,33,Over Votes,,0,0,0,0
Sumter,0105 105 COCONUT COVE REC,State House,33,Under Votes,,176,,,
Sumter,0105 105 COCONUT COVE REC,Board of County Commissioners District 1,,Gary Search,REP,3605,1657,1728,220
Sumter,0105 105 COCONUT COVE REC,Board of County Commissioners District 1,,Larry J. Green,,929,,,
Sumter,0105 105 COCONUT COVE REC,Board of County Commissioners District 1,,Over Votes,,1,,,
Sumter,0105 105 COCONUT COVE REC,Board of County Commissioners District 1,,Under Votes,,299,,,
Sumter,0105 105 COCONUT COVE REC,Justice of the Supreme Court Carlos G. Muniz,,Yes,,3172,1578,1419,175
Sumter,0105 105 COCONUT COVE REC,Justice of the Supreme Court Carlos G. Muniz,,No,,842,490,302,50
Sumter,0105 105 COCONUT COVE REC,Justice of the Supreme Court Carlos G. Muniz,,Over Votes,,2,,,
Sumter,0105 105 COCONUT COVE REC,Justice of the Supreme Court Carlos G. Muniz,,Under Votes,,818,438,337,43
Sumter,0105 105 COCONUT COVE REC,Fifth District Court of Appeal Kerry I. Evander,,Yes,,3288,1703,1406,179
Sumter,0105 105 COCONUT COVE REC,Fifth District Court of Appeal Kerry I. Evander,,No,,676,345,285,46
Sumter,0105 105 COCONUT COVE REC,Fifth District Court of Appeal Kerry I. Evander,,Over Votes,,1,,,
Sumter,0105 105 COCONUT COVE REC,Fifth District Court of Appeal Kerry I. Evander,,Under Votes,,869,458,367,44
Sumter,0105 105 COCONUT COVE REC,Fifth District Court of Appeal Jamie Grosshans,,Yes,,3138,1563,1390,185
Sumter,0105 105 COCONUT COVE REC,Fifth District Court of Appeal Jamie Grosshans,,No,,708,408,263,37
Sumter,0105 105 COCONUT COVE REC,Fifth District Court of Appeal Jamie Grosshans,,Over Votes,,2,,,
Sumter,0105 105 COCONUT COVE REC,Fifth District Court of Appeal Jamie Grosshans,,Under Votes,,986,535,404,47
Sumter,0105 105 COCONUT COVE REC,Fifth District Court of Appeal John M. Harris,,Yes,,3313,1699,1428,186
Sumter,0105 105 COCONUT COVE REC,Fifth District Court of Appeal John M. Harris,,No,,644,359,249,36
Sumter,0105 105 COCONUT COVE REC,Fifth District Court of Appeal John M. Harris,,Over Votes,,1,,,
Sumter,0105 105 COCONUT COVE REC,Fifth District Court of Appeal John M. Harris,,Under Votes,,876,449,380,47
Sumter,0105 105 COCONUT COVE REC,Fifth District Court of Appeal Richard B. Orfinger,,Yes,,3233,1676,1373,184
Sumter,0105 105 COCONUT COVE REC,Fifth District Court of Appeal Richard B. Orfinger,,No,,706,369,298,39
Sumter,0105 105 COCONUT COVE REC,Fifth District Court of Appeal Richard B. Orfinger,,Over Votes,,3,,,
Sumter,0105 105 COCONUT COVE REC,Fifth District Court of Appeal Richard B. Orfinger,,Under Votes,,892,460,386,46
Sumter,0105 105 COCONUT COVE REC,Fifth District Court of Appeal Meredith Sasso,,Yes,,3256,1663,1412,181
Sumter,0105 105 COCONUT COVE REC,Fifth District Court of Appeal Meredith Sasso,,No,,677,381,256,40
Sumter,0105 105 COCONUT COVE REC,Fifth District Court of Appeal Meredith Sasso,,Over Votes,,0,0,0,0
Sumter,0105 105 COCONUT COVE REC,Fifth District Court of Appeal Meredith Sasso,,Under Votes,,901,463,390,48
Sumter,0105 105 COCONUT COVE REC,Fifth District Court of Appeal F. Rand Wallis,,Yes,,3245,1661,1399,185
Sumter,0105 105 COCONUT COVE REC,Fifth District Court of Appeal F. Rand Wallis,,No,,672,383,252,37
Sumter,0105 105 COCONUT COVE REC,Fifth District Court of Appeal F. Rand Wallis,,Over Votes,,1,,,
Sumter,0105 105 COCONUT COVE REC,Fifth District Court of Appeal F. Rand Wallis,,Under Votes,,916,463,406,47
Sumter,0105 105 COCONUT COVE REC,North Sumter Utility Dependent District Seat 7,,Diane Spencer,,2564,1316,1106,142
Sumter,0105 105 COCONUT COVE REC,North Sumter Utility Dependent District Seat 7,,Daniel E. Warren,,1173,617,488,68
Sumter,0105 105 COCONUT COVE REC,North Sumter Utility Dependent District Seat 7,,Over Votes,,0,0,0,0
Sumter,0105 105 COCONUT COVE REC,North Sumter Utility Dependent District Seat 7,,Under Votes,,1025,546,425,54
Sumter,0105 105 COCONUT COVE REC,Community Development District 9 Seat 1,,Michael Dollard,,188,,,
Sumter,0105 105 COCONUT COVE REC,Community Development District 9 Seat 1,,Michael Fitzgibbons,,104,,,
Sumter,0105 105 COCONUT COVE REC,Community Development District 9 Seat 1,,Over Votes,,0,0,0,0
Sumter,0105 105 COCONUT COVE REC,Community Development District 9 Seat 1,,Under Votes,,90,,,
Sumter,0105 105 COCONUT COVE REC,No. 1 Constitutional Amendment,,Yes,,3871,1875,1769,227
Sumter,0105 105 COCONUT COVE REC,No. 1 Constitutional Amendment,,No,,744,,,
Sumter,0105 105 COCONUT COVE REC,No. 1 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0105 105 COCONUT COVE REC,No. 1 Constitutional Amendment,,Under Votes,,219,,,
Sumter,0105 105 COCONUT COVE REC,No. 2 Constitutional Amendment,,Yes,,2788,1696,961,131
Sumter,0105 105 COCONUT COVE REC,No. 2 Constitutional Amendment,,No,,1816,704,997,115
Sumter,0105 105 COCONUT COVE REC,No. 2 Constitutional Amendment,,Over Votes,,1,,,
Sumter,0105 105 COCONUT COVE REC,No. 2 Constitutional Amendment,,Under Votes,,229,,,
Sumter,0105 105 COCONUT COVE REC,No. 3 Constitutional Amendment,,Yes,,2251,1235,885,131
Sumter,0105 105 COCONUT COVE REC,No. 3 Constitutional Amendment,,No,,2174,1066,1000,108
Sumter,0105 105 COCONUT COVE REC,No. 3 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0105 105 COCONUT COVE REC,No. 3 Constitutional Amendment,,Under Votes,,409,206,173,30
Sumter,0105 105 COCONUT COVE REC,No. 4 Constitutional Amendment,,Yes,,2115,946,1029,140
Sumter,0105 105 COCONUT COVE REC,No. 4 Constitutional Amendment,,No,,2265,1335,831,99
Sumter,0105 105 COCONUT COVE REC,No. 4 Constitutional Amendment,,Over Votes,,1,,,
Sumter,0105 105 COCONUT COVE REC,No. 4 Constitutional Amendment,,Under Votes,,453,226,197,30
Sumter,0105 105 COCONUT COVE REC,No. 5 Constitutional Amendment,,Yes,,3074,1570,1335,169
Sumter,0105 105 COCONUT COVE REC,No. 5 Constitutional Amendment,,No,,1295,707,522,66
Sumter,0105 105 COCONUT COVE REC,No. 5 Constitutional Amendment,,Over Votes,,1,,,
Sumter,0105 105 COCONUT COVE REC,No. 5 Constitutional Amendment,,Under Votes,,464,230,200,34
Sumter,0105 105 COCONUT COVE REC,No. 6 Constitutional Amendment,,Yes,,3892,1982,1699,211
Sumter,0105 105 COCONUT COVE REC,No. 6 Constitutional Amendment,,No,,559,,,
Sumter,0105 105 COCONUT COVE REC,No. 6 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0105 105 COCONUT COVE REC,No. 6 Constitutional Amendment,,Under Votes,,383,,,
Sumter,0106 106 CANAL ST REC,Registered Voters,,,,3767,,,
Sumter,0106 106 CANAL ST REC,Ballots Cast,,,,3514,1707,1572,235
Sumter,0106 106 CANAL ST REC,Ballots Cast Blank,,,,0,0,0,0
Sumter,0106 106 CANAL ST REC,President,,Donald J. Trump,REP,2267,821,1242,204
Sumter,0106 106 CANAL ST REC,President,,Joseph R. Biden,DEM,1218,,,
Sumter,0106 106 CANAL ST REC,President,,Jo Jorgensen,LPF,8,,,
Sumter,0106 106 CANAL ST REC,President,,"Roque ""Rocky"" De La Fuente",REF,1,,,
Sumter,0106 106 CANAL ST REC,President,,Gloria La Riva,PSL,1,,,
Sumter,0106 106 CANAL ST REC,President,,Howie Hawkins,GRE,2,,,
Sumter,0106 106 CANAL ST REC,President,,Don Blankenship,CPF,1,,,
Sumter,0106 106 CANAL ST REC,President,,WRITE-IN,,4,,,
Sumter,0106 106 CANAL ST REC,President,,Over Votes,,2,,,
Sumter,0106 106 CANAL ST REC,President,,Under Votes,,10,,,
Sumter,0106 106 CANAL ST REC,U.S. House,11,Daniel Webster,REP,2324,871,1250,203
Sumter,0106 106 CANAL ST REC,U.S. House,11,Dana Marie Cottrell,DEM,1098,,,
Sumter,0106 106 CANAL ST REC,U.S. House,11,Over Votes,,0,0,0,0
Sumter,0106 106 CANAL ST REC,U.S. House,11,Under Votes,,92,,,
Sumter,0106 106 CANAL ST REC,State House,33,Brett T. Hage,REP,2301,864,1242,195
Sumter,0106 106 CANAL ST REC,State House,33,"Mamie ""Dee"" Melvin",DEM,1083,,,
Sumter,0106 106 CANAL ST REC,State House,33,Over Votes,,0,0,0,0
Sumter,0106 106 CANAL ST REC,State House,33,Under Votes,,130,,,
Sumter,0106 106 CANAL ST REC,Board of County Commissioners District 1,,Gary Search,REP,2633,1131,1302,200
Sumter,0106 106 CANAL ST REC,Board of County Commissioners District 1,,Larry J. Green,,637,,,
Sumter,0106 106 CANAL ST REC,Board of County Commissioners District 1,,Over Votes,,0,0,0,0
Sumter,0106 106 CANAL ST REC,Board of County Commissioners District 1,,Under Votes,,244,,,
Sumter,0106 106 CANAL ST REC,Justice of the Supreme Court Carlos G. Muniz,,Yes,,2316,1129,1027,160
Sumter,0106 106 CANAL ST REC,Justice of the Supreme Court Carlos G. Muniz,,No,,596,,,
Sumter,0106 106 CANAL ST REC,Justice of the Supreme Court Carlos G. Muniz,,Over Votes,,0,0,0,0
Sumter,0106 106 CANAL ST REC,Justice of the Supreme Court Carlos G. Muniz,,Under Votes,,602,,,
Sumter,0106 106 CANAL ST REC,Fifth District Court of Appeal Kerry I. Evander,,Yes,,2333,1166,1004,163
Sumter,0106 106 CANAL ST REC,Fifth District Court of Appeal Kerry I. Evander,,No,,536,,,
Sumter,0106 106 CANAL ST REC,Fifth District Court of Appeal Kerry I. Evander,,Over Votes,,1,,,
Sumter,0106 106 CANAL ST REC,Fifth District Court of Appeal Kerry I. Evander,,Under Votes,,644,,,
Sumter,0106 106 CANAL ST REC,Fifth District Court of Appeal Jamie Grosshans,,Yes,,2191,1061,1017,113
Sumter,0106 106 CANAL ST REC,Fifth District Court of Appeal Jamie Grosshans,,No,,551,299,217,35
Sumter,0106 106 CANAL ST REC,Fifth District Court of Appeal Jamie Grosshans,,Over Votes,,3,,,
Sumter,0106 106 CANAL ST REC,Fifth District Court of Appeal Jamie Grosshans,,Under Votes,,769,345,337,87
Sumter,0106 106 CANAL ST REC,Fifth District Court of Appeal John M. Harris,,Yes,,2364,1157,1047,160
Sumter,0106 106 CANAL ST REC,Fifth District Court of Appeal John M. Harris,,No,,485,,,
Sumter,0106 106 CANAL ST REC,Fifth District Court of Appeal John M. Harris,,Over Votes,,0,0,0,0
Sumter,0106 106 CANAL ST REC,Fifth District Court of Appeal John M. Harris,,Under Votes,,665,287,325,53
Sumter,0106 106 CANAL ST REC,Fifth District Court of Appeal Richard B. Orfinger,,Yes,,2310,1148,1008,154
Sumter,0106 106 CANAL ST REC,Fifth District Court of Appeal Richard B. Orfinger,,No,,529,,,
Sumter,0106 106 CANAL ST REC,Fifth District Court of Appeal Richard B. Orfinger,,Over Votes,,0,0,0,0
Sumter,0106 106 CANAL ST REC,Fifth District Court of Appeal Richard B. Orfinger,,Under Votes,,675,288,334,53
Sumter,0106 106 CANAL ST REC,Fifth District Court of Appeal Meredith Sasso,,Yes,,2314,1142,1017,155
Sumter,0106 106 CANAL ST REC,Fifth District Court of Appeal Meredith Sasso,,No,,520,,,
Sumter,0106 106 CANAL ST REC,Fifth District Court of Appeal Meredith Sasso,,Over Votes,,0,0,0,0
Sumter,0106 106 CANAL ST REC,Fifth District Court of Appeal Meredith Sasso,,Under Votes,,680,287,335,58
Sumter,0106 106 CANAL ST REC,Fifth District Court of Appeal F. Rand Wallis,,Yes,,2315,1139,1027,149
Sumter,0106 106 CANAL ST REC,Fifth District Court of Appeal F. Rand Wallis,,No,,506,,,
Sumter,0106 106 CANAL ST REC,Fifth District Court of Appeal F. Rand Wallis,,Over Votes,,1,,,
Sumter,0106 106 CANAL ST REC,Fifth District Court of Appeal F. Rand Wallis,,Under Votes,,692,295,338,59
Sumter,0106 106 CANAL ST REC,North Sumter Utility Dependent District Seat 7,,Diane Spencer,,1848,932,793,123
Sumter,0106 106 CANAL ST REC,North Sumter Utility Dependent District Seat 7,,Daniel E. Warren,,863,418,395,50
Sumter,0106 106 CANAL ST REC,North Sumter Utility Dependent District Seat 7,,Over Votes,,2,,,
Sumter,0106 106 CANAL ST REC,North Sumter Utility Dependent District Seat 7,,Under Votes,,801,356,383,62
Sumter,0106 106 CANAL ST REC,No. 1 Constitutional Amendment,,Yes,,2791,1272,1312,207
Sumter,0106 106 CANAL ST REC,No. 1 Constitutional Amendment,,No,,545,,,
Sumter,0106 106 CANAL ST REC,No. 1 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0106 106 CANAL ST REC,No. 1 Constitutional Amendment,,Under Votes,,178,,,
Sumter,0106 106 CANAL ST REC,No. 2 Constitutional Amendment,,Yes,,2009,1159,753,97
Sumter,0106 106 CANAL ST REC,No. 2 Constitutional Amendment,,No,,1318,479,718,121
Sumter,0106 106 CANAL ST REC,No. 2 Constitutional Amendment,,Over Votes,,1,,,
Sumter,0106 106 CANAL ST REC,No. 2 Constitutional Amendment,,Under Votes,,186,,,
Sumter,0106 106 CANAL ST REC,No. 3 Constitutional Amendment,,Yes,,1562,816,648,98
Sumter,0106 106 CANAL ST REC,No. 3 Constitutional Amendment,,No,,1616,762,757,97
Sumter,0106 106 CANAL ST REC,No. 3 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0106 106 CANAL ST REC,No. 3 Constitutional Amendment,,Under Votes,,336,129,167,40
Sumter,0106 106 CANAL ST REC,No. 4 Constitutional Amendment,,Yes,,1440,605,722,113
Sumter,0106 106 CANAL ST REC,No. 4 Constitutional Amendment,,No,,1710,965,662,83
Sumter,0106 106 CANAL ST REC,No. 4 Constitutional Amendment,,Over Votes,,1,,,
Sumter,0106 106 CANAL ST REC,No. 4 Constitutional Amendment,,Under Votes,,363,137,187,39
Sumter,0106 106 CANAL ST REC,No. 5 Constitutional Amendment,,Yes,,2237,1076,1025,136
Sumter,0106 106 CANAL ST REC,No. 5 Constitutional Amendment,,No,,891,476,362,53
Sumter,0106 106 CANAL ST REC,No. 5 Constitutional Amendment,,Over Votes,,1,,,
Sumter,0106 106 CANAL ST REC,No. 5 Constitutional Amendment,,Under Votes,,385,155,184,46
Sumter,0106 106 CANAL ST REC,No. 6 Constitutional Amendment,,Yes,,2784,1336,1268,180
Sumter,0106 106 CANAL ST REC,No. 6 Constitutional Amendment,,No,,412,,,
Sumter,0106 106 CANAL ST REC,No. 6 Constitutional Amendment,,Over Votes,,0,0,0,0
Sumter,0106 106 CANAL ST REC,No. 6 Constitutional Amendment,,Under Votes,,318,124,154,40
Sumter,0107 107 LAUREL MANOR REC,Registered Voters,,,,3099,,,
Sumter,0107 107 LAUREL MANOR REC,Ballots Cast,,,,2846,1402,1370,74
Sumter,0107 107 LAUREL MANOR REC,Ballots Cast Blank,,,,0,0,0,0
Sumter,0107 107 LAUREL MANOR REC,President,,Donald J. Trump,REP,1827,676,1091,60
Sumter,0107 107 LAUREL MANOR REC,President,,Joseph R. Biden,DEM,1002,,,
Sumter,0107 107 LAUREL MANOR REC,President,,Jo Jorgensen,LPF,2,,,
Sumter,0107 107 LAUREL MANOR REC,President,,"Roque ""Rocky"" De La Fuente",REF,2,,,
Sumter,0107 107 LAUREL MANOR REC,President,,Gloria La Riva,PSL,0,0,0,0
Sumter,0107 107 LAUREL MANOR REC,President,,Howie Hawkins,GRE,2,,,
Sumter,0107 107 LAUREL MANOR REC,President,,Don Blankenship,CPF,0,0,0,0
Sumter,0107 107 LAUREL MANOR REC,President,,WRITE-IN,,2,,,
Sumter,0107 107 LAUREL MANOR REC,President,,Over Votes,,1,,,
Sumter,0107 107 LAUREL MANOR REC,President,,Under Votes,,8,,,
Sumter,0107 107 LAUREL MANOR REC,U.S. House,11,Daniel Webster,REP,1871,709,1098,64
Sumter,0107 107 LAUREL MANOR REC,U.S. House,11,Dana Marie Cottrell,DEM,909,,,
Sumter,0107 107 LAUREL MANOR REC,U.S. House,11,Over Votes,,0,0,0,0
Sumter,0107 107 LAUREL MANOR REC,U.S. House,11,Under Votes,,66,,,
Sumter,0107 107 LAUREL MANOR REC,State House,33,Brett T. Hage,REP,1845,705,1080,60
Sumter,0107 107 LAUREL MANOR REC,State House,33,"Mamie ""Dee"" Melvin",DEM,898,,,
Sumter,0107 107 LAUREL MANOR REC,State House,33,Over Votes,,0,0,0,0
Sumter,0107 107 LAUREL MANOR REC,State House,33,Under Votes,,103,,,
Sumter,0107 107 LAUREL MANOR REC,Board of County Commissioners District 1,,Gary Search,REP,2106,923,1125,58
Sumter,0107 107 LAUREL MANOR REC,Board of County Commissioners District 1,,Larry J. Green,,557,,,
Sumter,0107 107 LAUREL MANOR REC,Board of County Commissioners District 1,,Over Votes,,0,0,0,0
Sumter,0107 107 LAUREL MANOR REC,Board of County Commissioners District 1,,Under Votes,,183,,,
Sumter,0107 107 LAUREL MANOR REC,Justice of the Supreme Court Carlos G. Muniz,,Yes,,1797,850,897,50
Sumter,0107 107 LAUREL MANOR REC,Justice of the Supreme Court Carlos G. Muniz,,No,,553,,,
Sumter,0107 107 LAUREL MANOR REC,Justice of the Supreme Court Carlos G. Muniz,,Over Votes,,1,,,
Sumter,0107 107 LAUREL MANOR REC,Justice of the Supreme Court Carlos G. Muniz,,Under Votes,,495,,,
Sumter,0107 107 LAUREL MANOR REC,Fifth District Court of Appeal Kerry I. Evander,,Yes,,1865,941,879,45
Sumter,0107 107 LAUREL MANOR REC,Fifth District Court of Appeal Kerry I. Evander,,No,,440,,,
Sumter,0107 107 LAUREL MANOR REC,Fifth District Court of Appeal Kerry I. Evander,,Over Votes,,0,0,0,0
Sumter,0107 107 LAUREL MANOR REC,Fifth District Court of Appeal Kerry I. Evander,,Under Votes,,541,,,
Sumter,0107 107 LAUREL MANOR REC,Fifth District Court of Appeal Jamie Grosshans,,Yes,,1742,845,852,45
Sumter,0107 107 LAUREL MANOR REC,Fifth District Court of Appeal Jamie Grosshans,,No,,474,,,
