county,precinct,office,district,candidate,party,votes,mail,early_voting,election_day,provisional
Citrus,407,No. 5 Limit Prop Tax Assessment,,Yes,,1390,596,382,411,1
Citrus,407,No. 5 Limit Prop Tax Assessment,,No,,438,180,120,138,0
Citrus,407,No. 6 Ad Valorem Tax,,Yes,,1713,723,466,523,1
Citrus,407,No. 6 Ad Valorem Tax,,No,,188,83,52,53,0
Citrus,408,Registered Voters,,,,3061,,,,
Citrus,408,Ballots Cast,,,,2398,906,705,785,2
Citrus,408,Ballots Cast Blank,,,,71,25,18,28,0
Citrus,408,President,,Donald J. Trump,REP,1764,529,569,664,2
Citrus,408,President,,Joseph R. Biden,DEM,598,352,133,113,0
Citrus,408,President,,Jo Jorgensen,LPF,17,10,2,5,0
Citrus,408,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
Citrus,408,President,,Gloria La Riva,PSL,0,0,0,0,0
Citrus,408,President,,Howie Hawkins,GRE,3,3,0,0,0
Citrus,408,President,,Don Blankenship,CPF,4,3,0,1,0
Citrus,408,President,,WRITE-IN,,4,3,1,0,0
Citrus,408,U.S. House,11,Daniel Webster,REP,1744,546,559,638,1
Citrus,408,U.S. House,11,Dana Marie Cottrell,DEM,591,337,127,127,0
Citrus,408,State House,34,Ralph E. Massullo Jr,REP,1768,566,558,643,1
Citrus,408,State House,34,Dushyant Jethagir Gosai,DEM,512,295,113,104,0
Citrus,408,Sheriff,,Michael Prendergast,REP,1729,572,539,617,1
Citrus,408,Sheriff,,Lee Alexander,NPA,593,294,144,154,1
Citrus,408,Property Appraiser,,Cregg Dalton,REP,1585,498,501,585,1
Citrus,408,Property Appraiser,,Rick Schroeder,NPA,671,338,167,166,0
Citrus,408,Justice of the Supreme Court - Muniz,,Yes,,1505,545,437,521,2
Citrus,408,Justice of the Supreme Court - Muniz,,No,,625,256,185,184,0
Citrus,408,Fifth District Court of Appeal - Evander,,Yes,,1524,575,433,515,1
Citrus,408,Fifth District Court of Appeal - Evander,,No,,602,231,184,187,0
Citrus,408,Fifth District Court of Appeal - Harris,,Yes,,1567,587,458,520,2
Citrus,408,Fifth District Court of Appeal - Harris,,No,,546,216,157,173,0
Citrus,408,Fifth District Court of Appeal - Orfinger,,Yes,,1478,559,412,505,2
Citrus,408,Fifth District Court of Appeal - Orfinger,,No,,634,245,201,188,0
Citrus,408,Fifth District Court of Appeal - Sasso,,Yes,,1550,581,446,521,2
Citrus,408,Fifth District Court of Appeal - Sasso,,No,,563,222,167,174,0
Citrus,408,Fifth District Court of Appeal - Wallis,,Yes,,1548,586,441,520,1
Citrus,408,Fifth District Court of Appeal - Wallis,,No,,571,224,172,174,1
Citrus,408,School Board - District 2,,"Virginia ""Ginger"" Bryant",,1336,473,411,450,2
Citrus,408,School Board - District 2,,Danielle Damato Doty,,798,345,204,249,0
Citrus,408,Mosquito Control Board Seat 2,,Stephanie Adams,,894,345,256,292,1
Citrus,408,Mosquito Control Board Seat 2,,Theressa Foster West,,497,167,156,173,1
Citrus,408,Mosquito Control Board Seat 2,,Timothy R. Langer,,684,280,185,219,0
Citrus,408,No. 1 Citizenship Requirement to Vote,,Yes,,2020,758,593,668,1
Citrus,408,No. 1 Citizenship Requirement to Vote,,No,,291,120,86,84,1
Citrus,408,No. 2 Raising FL Minimum Wage,,Yes,,979,472,246,261,0
Citrus,408,No. 2 Raising FL Minimum Wage,,No,,1290,371,434,483,2
Citrus,408,No. 3 All Voters Vote in Primary,,Yes,,1241,515,348,378,0
Citrus,408,No. 3 All Voters Vote in Primary,,No,,1003,321,321,360,1
Citrus,408,No. 4 Voter Approval of Amendments,,Yes,,1119,388,343,388,0
Citrus,408,No. 4 Voter Approval of Amendments,,No,,1119,449,324,345,1
Citrus,408,No. 5 Limit Prop Tax Assessment,,Yes,,1595,602,473,519,1
Citrus,408,No. 5 Limit Prop Tax Assessment,,No,,631,232,191,207,1
Citrus,408,No. 6 Ad Valorem Tax,,Yes,,2065,782,614,667,2
Citrus,408,No. 6 Ad Valorem Tax,,No,,232,77,67,88,0
