county,precinct,office,district,party,candidate,votes,election_day,absentee,early_voting,provisional
Broward,0006 A006,No. 4 Constitutional Amendment,,,No.,638,75,341,222,0
Broward,0006 A006,No. 5 Constitutional Amendment,,,Yes,1059,136,511,412,0
Broward,0006 A006,No. 5 Constitutional Amendment,,,No.,390,61,183,146,0
Broward,0006 A006,No. 6 Constitutional Amendment,,,Yes,1384,181,669,534,0
Broward,0006 A006,No. 6 Constitutional Amendment,,,No.,133,24,51,58,0
Broward,0006 A006,Broward County Ballot Question,,,Yes,955,117,491,347,0
Broward,0006 A006,Broward County Ballot Question,,,No.,481,79,194,208,0
Broward,0006 A006,Broward County Charter Question,,,Yes,1079,141,517,421,0
Broward,0006 A006,Broward County Charter Question,,,No.,382,56,175,151,0
Broward,0007 A007,Registered Voters,,,,1854,,,,
Broward,0007 A007,Ballots Cast,,,,1482,298,726,456,2
Broward,0007 A007,Ballots Cast Blank,,,,80,35,23,22,0
Broward,0007 A007,President,,REP,Donald J. Trump,680,183,270,225,2
Broward,0007 A007,President,,DEM,Joseph R. Biden,786,108,449,229,0
Broward,0007 A007,President,,LPF,Jo Jorgensen,7,3,2,2,0
Broward,0007 A007,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Broward,0007 A007,President,,PSL,Gloria La Riva,0,0,0,0,0
Broward,0007 A007,President,,GRE,Howie Hawkins,3,2,1,0,0
Broward,0007 A007,President,,CPF,Don Blankenship,0,0,0,0,0
Broward,0007 A007,President,,,Write-ins,4,1,3,0,0
Broward,0007 A007,U.S. House,22,REP,"James ""Jim"" Pruden",630,171,249,208,2
Broward,0007 A007,U.S. House,22,DEM,Ted Deutch,804,115,453,236,0
Broward,0007 A007,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,661,179,271,209,2
Broward,0007 A007,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,754,103,423,228,0
Broward,0007 A007,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,988,168,523,297,0
Broward,0007 A007,Public Defender - 17th Judicial Circuit,,,Write-ins,66,20,13,32,1
Broward,0007 A007,State Representative - District 92,,DEM,Patricia Hawkins-Williams,818,118,458,241,1
Broward,0007 A007,State Representative - District 92,,NPA,Nancy St. Clair,383,100,152,130,1
Broward,0007 A007,Sheriff,,REP,H. Wayne Clark,587,158,245,183,1
Broward,0007 A007,Sheriff,,DEM,Gregory Tony,742,105,404,232,1
Broward,0007 A007,Sheriff,,NPA,"Charles ""Chuck"" Whatley",55,17,27,11,0
Broward,0007 A007,Sheriff,,,Write-ins,2,1,1,0,0
Broward,0007 A007,Supervisor of Elections,,REP,Catherine McBreen,651,177,266,207,1
Broward,0007 A007,Supervisor of Elections,,DEM,Joe Scott,754,104,423,227,0
Broward,0007 A007,Supervisor of Elections,,,Write-ins,3,0,2,1,0
Broward,0007 A007,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,788,171,380,237,0
Broward,0007 A007,Justice of the Supreme Court - Carlos G. Muniz,,,No.,475,69,253,151,2
Broward,0007 A007,Fourth District Court of Appeal - Alan O. Forst,,,Yes,800,168,384,247,1
Broward,0007 A007,Fourth District Court of Appeal - Alan O. Forst,,,No.,443,68,243,132,0
Broward,0007 A007,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,776,165,371,239,1
Broward,0007 A007,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,452,67,246,139,0
Broward,0007 A007,Fourth District Court of Appeal - Martha C. Warner,,,Yes,940,184,484,271,1
Broward,0007 A007,Fourth District Court of Appeal - Martha C. Warner,,,No.,288,48,136,104,0
Broward,0007 A007,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,705,147,335,222,1
Broward,0007 A007,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,460,70,255,135,0
Broward,0007 A007,School Board At Large - Seat 9,,,Debra Hixon.,898,172,469,255,2
Broward,0007 A007,School Board At Large - Seat 9,,,Jeff Holness,310,55,136,119,0
Broward,0007 A007,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,759,140,369,249,1
Broward,0007 A007,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,406,84,206,116,0
Broward,0007 A007,No. 1 Constitutional Amendment,,,Yes,1103,235,525,341,2
Broward,0007 A007,No. 1 Constitutional Amendment,,,No.,282,36,163,83,0
Broward,0007 A007,No. 2 Constitutional Amendment,,,Yes,966,164,499,301,2
Broward,0007 A007,No. 2 Constitutional Amendment,,,No.,379,98,162,119,0
Broward,0007 A007,No. 3 Constitutional Amendment,,,Yes,848,169,418,260,1
Broward,0007 A007,No. 3 Constitutional Amendment,,,No.,463,86,229,147,1
Broward,0007 A007,No. 4 Constitutional Amendment,,,Yes,659,145,289,224,1
Broward,0007 A007,No. 4 Constitutional Amendment,,,No.,648,109,356,182,1
Broward,0007 A007,No. 5 Constitutional Amendment,,,Yes,1000,183,497,318,2
Broward,0007 A007,No. 5 Constitutional Amendment,,,No.,313,66,158,89,0
Broward,0007 A007,No. 6 Constitutional Amendment,,,Yes,1243,240,619,382,2
Broward,0007 A007,No. 6 Constitutional Amendment,,,No.,120,22,53,45,0
Broward,0007 A007,Broward County Ballot Question,,,Yes,890,164,474,252,0
Broward,0007 A007,Broward County Ballot Question,,,No.,389,79,170,138,2
Broward,0007 A007,Broward County Charter Question,,,Yes,901,182,447,270,2
Broward,0007 A007,Broward County Charter Question,,,No.,402,72,203,127,0
Broward,0008 A008,Registered Voters,,,,639,,,,
Broward,0008 A008,Ballots Cast,,,,430,89,179,162,0
Broward,0008 A008,Ballots Cast Blank,,,,28,13,5,10,0
Broward,0008 A008,President,,REP,Donald J. Trump,59,17,14,28,0
Broward,0008 A008,President,,DEM,Joseph R. Biden,363,69,160,134,0
Broward,0008 A008,President,,LPF,Jo Jorgensen,0,0,0,0,0
Broward,0008 A008,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Broward,0008 A008,President,,PSL,Gloria La Riva,0,0,0,0,0
Broward,0008 A008,President,,GRE,Howie Hawkins,2,0,2,0,0
Broward,0008 A008,President,,CPF,Don Blankenship,0,0,0,0,0
Broward,0008 A008,President,,,Write-ins,2,1,1,0,0
Broward,0008 A008,U.S. House,22,REP,"James ""Jim"" Pruden",50,15,15,20,0
Broward,0008 A008,U.S. House,22,DEM,Ted Deutch,362,65,162,135,0
Broward,0008 A008,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,56,14,14,28,0
Broward,0008 A008,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,351,63,161,127,0
Broward,0008 A008,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,372,70,163,139,0
Broward,0008 A008,Public Defender - 17th Judicial Circuit,,,Write-ins,10,2,6,2,0
Broward,0008 A008,State Representative - District 92,,DEM,Patricia Hawkins-Williams,306,53,140,113,0
Broward,0008 A008,State Representative - District 92,,NPA,Nancy St. Clair,8,3,3,2,0
Broward,0008 A008,State House,93,REP,Chip LaMarca,34,10,6,18,0
Broward,0008 A008,State House,93,DEM,Linda Thompson Gonzalez,55,12,23,20,0
Broward,0008 A008,Sheriff,,REP,H. Wayne Clark,58,11,22,25,0
Broward,0008 A008,Sheriff,,DEM,Gregory Tony,326,65,142,119,0
Broward,0008 A008,Sheriff,,NPA,"Charles ""Chuck"" Whatley",20,4,8,8,0
Broward,0008 A008,Sheriff,,,Write-ins,2,0,2,0,0
Broward,0008 A008,Supervisor of Elections,,REP,Catherine McBreen,45,10,11,24,0
Broward,0008 A008,Supervisor of Elections,,DEM,Joe Scott,365,69,166,130,0
Broward,0008 A008,Supervisor of Elections,,,Write-ins,2,0,1,1,0
Broward,0008 A008,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,201,31,95,75,0
Broward,0008 A008,Justice of the Supreme Court - Carlos G. Muniz,,,No.,178,41,74,63,0
Broward,0008 A008,Fourth District Court of Appeal - Alan O. Forst,,,Yes,233,37,114,82,0
Broward,0008 A008,Fourth District Court of Appeal - Alan O. Forst,,,No.,146,34,56,56,0
Broward,0008 A008,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,229,40,107,82,0
Broward,0008 A008,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,148,31,63,54,0
Broward,0008 A008,Fourth District Court of Appeal - Martha C. Warner,,,Yes,279,46,132,101,0
Broward,0008 A008,Fourth District Court of Appeal - Martha C. Warner,,,No.,97,25,37,35,0
Broward,0008 A008,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,104,28,36,40,0
Broward,0008 A008,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,271,41,132,98,0
Broward,0008 A008,School Board At Large - Seat 9,,,Debra Hixon.,222,42,100,80,0
Broward,0008 A008,School Board At Large - Seat 9,,,Jeff Holness,157,27,71,59,0
Broward,0008 A008,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,248,45,100,103,0
Broward,0008 A008,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,121,24,65,32,0
Broward,0008 A008,No. 1 Constitutional Amendment,,,Yes,299,56,132,111,0
Broward,0008 A008,No. 1 Constitutional Amendment,,,No.,101,18,43,40,0
Broward,0008 A008,No. 2 Constitutional Amendment,,,Yes,329,65,145,119,0
Broward,0008 A008,No. 2 Constitutional Amendment,,,No.,56,12,16,28,0
Broward,0008 A008,No. 3 Constitutional Amendment,,,Yes,241,51,104,86,0
Broward,0008 A008,No. 3 Constitutional Amendment,,,No.,136,24,57,55,0
Broward,0008 A008,No. 4 Constitutional Amendment,,,Yes,199,46,87,66,0
Broward,0008 A008,No. 4 Constitutional Amendment,,,No.,172,27,75,70,0
Broward,0008 A008,No. 5 Constitutional Amendment,,,Yes,248,47,108,93,0
Broward,0008 A008,No. 5 Constitutional Amendment,,,No.,133,27,55,51,0
Broward,0008 A008,No. 6 Constitutional Amendment,,,Yes,337,59,149,129,0
Broward,0008 A008,No. 6 Constitutional Amendment,,,No.,57,16,20,21,0
Broward,0008 A008,Broward County Ballot Question,,,Yes,241,40,107,94,0
Broward,0008 A008,Broward County Ballot Question,,,No.,139,31,60,48,0
Broward,0008 A008,Broward County Charter Question,,,Yes,247,43,107,97,0
Broward,0008 A008,Broward County Charter Question,,,No.,135,28,58,49,0
Broward,0009 A009,Registered Voters,,,,3338,,,,
Broward,0009 A009,Ballots Cast,,,,2670,554,1659,457,0
Broward,0009 A009,Ballots Cast Blank,,,,283,109,125,49,0
Broward,0009 A009,President,,REP,Donald J. Trump,1228,388,548,292,0
Broward,0009 A009,President,,DEM,Joseph R. Biden,1413,158,1092,163,0
Broward,0009 A009,President,,LPF,Jo Jorgensen,3,1,2,0,0
Broward,0009 A009,President,,REF,"Roque ""Rocky"" De La Fuente",1,0,1,0,0
Broward,0009 A009,President,,PSL,Gloria La Riva,2,1,1,0,0
Broward,0009 A009,President,,GRE,Howie Hawkins,2,0,2,0,0
Broward,0009 A009,President,,CPF,Don Blankenship,0,0,0,0,0
Broward,0009 A009,President,,,Write-ins,1,0,1,0,0
Broward,0009 A009,U.S. House,22,REP,"James ""Jim"" Pruden",1128,342,504,282,0
Broward,0009 A009,U.S. House,22,DEM,Ted Deutch,1407,169,1080,158,0
Broward,0009 A009,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,1182,359,543,280,0
Broward,0009 A009,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,1299,146,1000,153,0
Broward,0009 A009,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,1647,223,1197,227,0
Broward,0009 A009,Public Defender - 17th Judicial Circuit,,,Write-ins,98,34,40,24,0
Broward,0009 A009,State Representative - District 92,,DEM,Patricia Hawkins-Williams,1424,165,1084,175,0
Broward,0009 A009,State Representative - District 92,,NPA,Nancy St. Clair,582,157,280,145,0
Broward,0009 A009,Sheriff,,REP,H. Wayne Clark,1058,322,483,253,0
Broward,0009 A009,Sheriff,,DEM,Gregory Tony,1296,167,969,160,0
Broward,0009 A009,Sheriff,,NPA,"Charles ""Chuck"" Whatley",82,12,59,11,0
Broward,0009 A009,Sheriff,,,Write-ins,11,1,9,1,0
Broward,0009 A009,Supervisor of Elections,,REP,Catherine McBreen,1148,353,520,275,0
Broward,0009 A009,Supervisor of Elections,,DEM,Joe Scott,1324,151,1020,153,0
Broward,0009 A009,Supervisor of Elections,,,Write-ins,8,1,6,1,0
Broward,0009 A009,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,1358,285,826,247,0
Broward,0009 A009,Justice of the Supreme Court - Carlos G. Muniz,,,No.,741,101,529,111,0
Broward,0009 A009,Fourth District Court of Appeal - Alan O. Forst,,,Yes,1411,283,876,252,0
Broward,0009 A009,Fourth District Court of Appeal - Alan O. Forst,,,No.,627,80,450,97,0
Broward,0009 A009,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,1372,277,846,249,0
Broward,0009 A009,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,669,88,478,103,0
Broward,0009 A009,Fourth District Court of Appeal - Martha C. Warner,,,Yes,1624,289,1065,270,0
Broward,0009 A009,Fourth District Court of Appeal - Martha C. Warner,,,No.,416,76,265,75,0
Broward,0009 A009,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,1225,245,748,232,0
Broward,0009 A009,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,673,83,483,107,0
Broward,0009 A009,School Board At Large - Seat 9,,,Debra Hixon.,1519,258,1002,259,0
Broward,0009 A009,School Board At Large - Seat 9,,,Jeff Holness,460,92,288,80,0
Broward,0009 A009,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,1407,276,887,244,0
Broward,0009 A009,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,522,71,361,90,0
Broward,0009 A009,No. 1 Constitutional Amendment,,,Yes,1924,390,1193,341,0
Broward,0009 A009,No. 1 Constitutional Amendment,,,No.,378,43,278,57,0
Broward,0009 A009,No. 2 Constitutional Amendment,,,Yes,1700,265,1166,269,0
Broward,0009 A009,No. 2 Constitutional Amendment,,,No.,507,142,251,114,0
Broward,0009 A009,No. 3 Constitutional Amendment,,,Yes,1406,243,927,236,0
Broward,0009 A009,No. 3 Constitutional Amendment,,,No.,735,152,448,135,0
Broward,0009 A009,No. 4 Constitutional Amendment,,,Yes,1077,207,681,189,0
Broward,0009 A009,No. 4 Constitutional Amendment,,,No.,1024,172,681,171,0
Broward,0009 A009,No. 5 Constitutional Amendment,,,Yes,1591,286,1032,273,0
Broward,0009 A009,No. 5 Constitutional Amendment,,,No.,543,108,329,106,0
Broward,0009 A009,No. 6 Constitutional Amendment,,,Yes,2033,372,1308,353,0
Broward,0009 A009,No. 6 Constitutional Amendment,,,No.,220,59,113,48,0
Broward,0009 A009,Broward County Ballot Question,,,Yes,1526,268,998,260,0
Broward,0009 A009,Broward County Ballot Question,,,No.,592,122,358,112,0
Broward,0009 A009,Broward County Charter Question,,,Yes,1514,284,972,258,0
Broward,0009 A009,Broward County Charter Question,,,No.,627,118,389,120,0
Broward,0010 A010,Registered Voters,,,,1201,,,,
Broward,0010 A010,Ballots Cast,,,,947,221,427,299,0
Broward,0010 A010,Ballots Cast Blank,,,,56,19,16,21,0
Broward,0010 A010,President,,REP,Donald J. Trump,516,153,165,198,0
Broward,0010 A010,President,,DEM,Joseph R. Biden,424,68,256,100,0
Broward,0010 A010,President,,LPF,Jo Jorgensen,2,0,1,1,0
Broward,0010 A010,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Broward,0010 A010,President,,PSL,Gloria La Riva,0,0,0,0,0
Broward,0010 A010,President,,GRE,Howie Hawkins,1,0,1,0,0
Broward,0010 A010,President,,CPF,Don Blankenship,0,0,0,0,0
Broward,0010 A010,President,,,Write-ins,0,0,0,0,0
Broward,0010 A010,U.S. House,22,REP,"James ""Jim"" Pruden",480,143,156,181,0
Broward,0010 A010,U.S. House,22,DEM,Ted Deutch,435,70,258,107,0
Broward,0010 A010,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,508,145,180,183,0
Broward,0010 A010,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,392,65,228,99,0
Broward,0010 A010,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,549,105,294,150,0
Broward,0010 A010,Public Defender - 17th Judicial Circuit,,,Write-ins,44,12,10,22,0
Broward,0010 A010,State House,93,REP,Chip LaMarca,523,149,180,194,0
Broward,0010 A010,State House,93,DEM,Linda Thompson Gonzalez,383,64,228,91,0
Broward,0010 A010,Sheriff,,REP,H. Wayne Clark,421,126,138,157,0
Broward,0010 A010,Sheriff,,DEM,Gregory Tony,417,69,240,108,0
Broward,0010 A010,Sheriff,,NPA,"Charles ""Chuck"" Whatley",44,13,23,8,0
Broward,0010 A010,Sheriff,,,Write-ins,3,0,3,0,0
Broward,0010 A010,Supervisor of Elections,,REP,Catherine McBreen,479,137,163,179,0
Broward,0010 A010,Supervisor of Elections,,DEM,Joe Scott,414,72,242,100,0
Broward,0010 A010,Supervisor of Elections,,,Write-ins,2,0,1,1,0
Broward,0010 A010,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,499,108,214,177,0
Broward,0010 A010,Justice of the Supreme Court - Carlos G. Muniz,,,No.,300,66,165,69,0
Broward,0010 A010,Fourth District Court of Appeal - Alan O. Forst,,,Yes,526,111,231,184,0
Broward,0010 A010,Fourth District Court of Appeal - Alan O. Forst,,,No.,262,62,146,54,0
Broward,0010 A010,Fourth District Court of Appeal - Mark W. Klingensmith,,,Yes,516,109,228,179,0
Broward,0010 A010,Fourth District Court of Appeal - Mark W. Klingensmith,,,No.,263,60,145,58,0
Broward,0010 A010,Fourth District Court of Appeal - Martha C. Warner,,,Yes,604,117,289,198,0
Broward,0010 A010,Fourth District Court of Appeal - Martha C. Warner,,,No.,174,51,87,36,0
Broward,0010 A010,Circuit Judge - 17th Judicial Circuit - Group 16,,,Dennis Daniel Bailey.,478,110,210,158,0
Broward,0010 A010,Circuit Judge - 17th Judicial Circuit - Group 16,,,George Odom Jr.,261,47,148,66,0
Broward,0010 A010,School Board At Large - Seat 9,,,Debra Hixon.,546,119,266,161,0
Broward,0010 A010,School Board At Large - Seat 9,,,Jeff Holness,214,53,93,68,0
Broward,0010 A010,Broward Soil and Water Conservation District - Seat 5,,,Fred Segal,481,108,218,155,0
Broward,0010 A010,Broward Soil and Water Conservation District - Seat 5,,,Beau Simon,258,55,135,68,0
Broward,0010 A010,No. 1 Constitutional Amendment,,,Yes,708,167,303,238,0
Broward,0010 A010,No. 1 Constitutional Amendment,,,No.,171,34,98,39,0
Broward,0010 A010,No. 2 Constitutional Amendment,,,Yes,559,114,281,164,0
Broward,0010 A010,No. 2 Constitutional Amendment,,,No.,287,81,99,107,0
Broward,0010 A010,No. 3 Constitutional Amendment,,,Yes,519,116,242,161,0
Broward,0010 A010,No. 3 Constitutional Amendment,,,No.,309,73,131,105,0
Broward,0010 A010,No. 4 Constitutional Amendment,,,Yes,382,97,152,133,0
Broward,0010 A010,No. 4 Constitutional Amendment,,,No.,437,90,216,131,0
Broward,0010 A010,No. 5 Constitutional Amendment,,,Yes,654,144,306,204,0
Broward,0010 A010,No. 5 Constitutional Amendment,,,No.,175,41,79,55,0
Broward,0010 A010,No. 6 Constitutional Amendment,,,Yes,790,170,371,249,0
Broward,0010 A010,No. 6 Constitutional Amendment,,,No.,76,24,29,23,0
Broward,0010 A010,Broward County Ballot Question,,,Yes,539,106,267,166,0
Broward,0010 A010,Broward County Ballot Question,,,No.,266,72,110,84,0
Broward,0010 A010,Broward County Charter Question,,,Yes,496,92,253,151,0
Broward,0010 A010,Broward County Charter Question,,,No.,320,91,125,104,0
Broward,0011 A011,Registered Voters,,,,2270,,,,
Broward,0011 A011,Ballots Cast,,,,1516,262,694,558,2
Broward,0011 A011,Ballots Cast Blank,,,,84,21,26,36,1
Broward,0011 A011,President,,REP,Donald J. Trump,71,32,22,17,0
Broward,0011 A011,President,,DEM,Joseph R. Biden,1423,222,663,536,2
Broward,0011 A011,President,,LPF,Jo Jorgensen,3,2,0,1,0
Broward,0011 A011,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Broward,0011 A011,President,,PSL,Gloria La Riva,1,0,1,0,0
Broward,0011 A011,President,,GRE,Howie Hawkins,4,2,1,1,0
Broward,0011 A011,President,,CPF,Don Blankenship,0,0,0,0,0
Broward,0011 A011,President,,,Write-ins,4,1,1,2,0
Broward,0011 A011,U.S. House,22,REP,"James ""Jim"" Pruden",80,28,24,28,0
Broward,0011 A011,U.S. House,22,DEM,Ted Deutch,1401,220,656,523,2
Broward,0011 A011,State Attorney - 17th Judicial Circuit,,REP,Gregg Rossman,76,27,26,23,0
Broward,0011 A011,State Attorney - 17th Judicial Circuit,,DEM,Harold Fernandez Pryor,1399,224,653,520,2
Broward,0011 A011,Public Defender - 17th Judicial Circuit,,DEM,Gordon Weekes,1420,230,660,528,2
Broward,0011 A011,Public Defender - 17th Judicial Circuit,,,Write-ins,17,2,13,2,0
Broward,0011 A011,State Representative - District 92,,DEM,Patricia Hawkins-Williams,1402,224,658,519,1
Broward,0011 A011,State Representative - District 92,,NPA,Nancy St. Clair,53,17,19,17,0
Broward,0011 A011,Sheriff,,REP,H. Wayne Clark,105,29,46,30,0
Broward,0011 A011,Sheriff,,DEM,Gregory Tony,1288,203,599,484,2
Broward,0011 A011,Sheriff,,NPA,"Charles ""Chuck"" Whatley",62,14,25,23,0
Broward,0011 A011,Sheriff,,,Write-ins,9,4,3,2,0
Broward,0011 A011,Supervisor of Elections,,REP,Catherine McBreen,73,27,26,20,0
Broward,0011 A011,Supervisor of Elections,,DEM,Joe Scott,1398,224,651,521,2
Broward,0011 A011,Supervisor of Elections,,,Write-ins,15,3,4,8,0
Broward,0011 A011,Justice of the Supreme Court - Carlos G. Muniz,,,Yes,709,122,321,266,0
Broward,0011 A011,Justice of the Supreme Court - Carlos G. Muniz,,,No.,658,106,321,231,0
Broward,0011 A011,Fourth District Court of Appeal - Alan O. Forst,,,Yes,809,132,377,300,0
Broward,0011 A011,Fourth District Court of Appeal - Alan O. Forst,,,No.,539,91,255,193,0
